UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION,BUILDING,LAT,LONG
2013-00035355,2013-07-17 21:59:00,2013-07-17 21:59:00,Trespassing,Arrest,Lot 11b,,38.9884046,-76.9494025
2013-00035358,2013-07-17 22:34:00,2013-07-17 22:34:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00035411,2013-07-18 10:17:00,2013-07-18 10:17:00,Fire,CBE,University Bl,,39.0006468,-76.9413438
2013-00035416,2013-07-16 22:00:00,2013-07-18 11:19:00,Theft,Arrest,68 Farm Dr,"Eppley Recreation Center, ERC",38.991374,-76.9408527
2013-00035442,2013-07-17 12:00:00,2013-07-18 17:31:00,Burglary,Arrest,36 Field House Dr,Plant Sciences Building,38.9887767,-76.94529720000001
2013-00035445,2013-07-18 18:00:00,2013-07-18 18:00:00,Other Incident,CBE,162 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.976066700000004,-76.92334240000001
2013-00035456,2013-07-18 19:40:00,2013-07-18 19:40:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00035513,2013-07-19 00:52:00,2013-07-19 00:52:00,Alcohol Violation,Arrest,Hartwick Rd,,38.979669200000004,-76.9384512
2013-00035518,2013-07-19 01:05:00,2013-07-19 01:05:00,DWI/DUI,Arrest,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00035548,2013-07-19 03:59:00,2013-07-19 03:59:00,Traffic Arrest,Arrest,University Bl,,39.0006468,-76.9413438
2013-00035596,2013-06-06 17:00:00,2013-07-19 15:20:00,Vandalism,Suspended,386 Stadium Dr,"Clarice Smith Performing Arts Center, CSPAC",38.990556299999994,-76.94457369999998
2013-00035624,2013-07-18 00:00:00,2013-07-19 19:19:00,Injured/Sick Person,CBE,259 Farm Dr,"La Plata Hall, laplata hall",38.991484899999996,-76.9439068
2013-00035631,2013-07-19 19:53:00,2013-07-19 19:53:00,Warrant/Summons Service,Arrest,7242 Baltimore Ave,Applebees Restaraunt,38.9790615,-76.9382893
2013-00035672,2013-07-20 00:44:00,2013-07-20 00:44:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00035681,2013-07-20 01:44:00,2013-07-20 01:44:00,Traffic Offense,Arrest,Lot 11b,,38.9884046,-76.9494025
2013-00035682,2013-07-20 01:35:00,2013-07-20 01:48:00,Burglary,Suspended,3400 block of Tulane Dr,,38.9849015,-76.9585961
2013-00035795,2013-07-20 21:59:00,2013-07-20 21:59:00,Suspicious Person/Auto,Arrest,Lot 16d,,38.9823435,-76.9323916
2013-00035800,2013-07-20 22:38:00,2013-07-20 22:38:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00035820,2013-07-21 00:39:00,2013-07-21 00:39:00,Disorderly Conduct,Arrest,4400 block of Knox Rd,,38.980953,-76.9371865
2013-00035834,2013-07-21 03:00:00,2013-07-21 03:09:00,Theft,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00035917,2013-07-18 23:09:00,2013-07-21 21:06:00,Telephone/EMail Misuse,CBE,259 Farm Dr,"La Plata Hall, laplata hall",38.991484899999996,-76.9439068
2013-00036030,2013-07-22 09:59:00,2013-07-22 09:59:00,CDS Violation,Arrest,College Ave,,38.9804379,-76.9303192
2013-00036060,2013-07-21 15:00:00,2013-07-22 12:29:00,Burglary,Suspended,6200 Sheridan St,"Center for Educational Partnership, Riverdale School",38.9653524,-76.911126
2013-00036061,2013-07-22 12:15:00,2013-07-22 12:35:00,Assault,Active/Pending,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2013-00036083,2013-07-22 18:12:00,2013-07-22 18:12:00,Other Incident,CBE,202 Regents Dr,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab",38.9896849,-76.94144229999998
2013-00036163,2013-07-23 09:28:00,2013-07-23 09:28:00,Damage to State Property,CBE,255 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building",38.9930708,-76.94819439999998
2013-00036192,2013-06-27 09:00:00,2013-07-23 15:47:00,Theft,Unfounded,254 Denton Dr,Elkton Hall,38.9921419,-76.89931849999998
2013-00036234,2013-07-23 21:26:00,2013-07-23 21:26:00,Recovered Stolen Motor Vehicle,Arrest,295 Campus Dr,North Gate,38.984171200000006,-76.9493748
2013-00036279,2013-06-18 09:48:00,2013-07-24 09:48:00,Suspicious Activity,CBE,2 Fraternity Row,"Frat 2, Pi Kappa Alpha Fraternity",38.9844223,-76.936204
2013-00036438,2013-07-25 12:58:00,2013-07-25 13:01:00,Injured/Sick Person,CBE,259 Farm Dr,"La Plata Hall, laplata hall",38.991484899999996,-76.9439068
2013-00036451,2013-07-25 13:30:00,2013-07-25 17:11:00,Injured Officer,CBE,800 block of 51st Ave,,39.007553,-76.919866
2013-00036534,2013-07-26 01:38:00,2013-07-26 01:38:00,DWI/DUI,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00036555,2013-07-26 03:41:00,2013-07-26 03:41:00,Disorderly Conduct,CBE,249 Yale Ave,"Leonardtown #249, Leonardtown",38.98238449999999,-76.93606799999998
2013-00036574,2013-07-26 08:08:00,2013-07-26 08:08:00,Injured/Sick Person,CBE,346 Ehrensberger Dr,"Drazek Circle, UMUC",38.9869361,-76.95497309999998
2013-00036578,2013-07-25 18:00:00,2013-07-26 08:59:00,Vandalism,Active/Pending,4230 Knox Rd,Commons 1,38.982288700000005,-76.94293409999999
2013-00036670,2013-07-21 21:00:00,2013-07-26 22:23:00,Lost Property,CBE,800 block of 51st Ave,,39.007553,-76.919866
2013-00036681,2013-07-26 22:48:00,2013-07-26 22:48:00,Warrant/Summons Service,Arrest,Campus Dr,,38.9886616,-76.9350786
2013-00036697,2013-07-26 23:42:00,2013-07-26 23:42:00,Warrant/Summons Service,CBE,Metzerott Rd,,39.0015427,-76.94838990000001
2013-00036727,2013-07-27 02:11:00,2013-07-27 02:11:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00036732,2013-07-27 02:38:00,2013-07-27 02:38:00,Theft,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00036735,2013-07-27 03:02:00,2013-07-27 03:02:00,Disorderly Conduct,Arrest,Lot 11b,,38.9884046,-76.9494025
2013-00036736,2013-07-27 03:03:00,2013-07-27 03:03:00,Assault,CBE,32 Lehigh Rd,Montgomery Hall,38.981730799999994,-76.9394233
2013-00036788,2013-07-27 11:02:00,2013-07-27 11:02:00,CDS Violation,Arrest,Calvert Rd,,38.978790100000005,-76.93359579999998
2013-00036808,2013-07-27 16:47:00,2013-07-27 16:47:00,Trespassing,Arrest,386 Stadium Dr,"Clarice Smith Performing Arts Center, CSPAC",38.990556299999994,-76.94457369999998
2013-00036810,2013-07-27 17:06:00,2013-07-27 17:06:00,Alarm,CBE,77 Regents Dr,Main Administration Building,38.9904841,-76.94068100000001
2013-00036863,2013-07-28 00:12:00,2013-07-28 00:12:00,Suspicious Person/Auto,CBE,802 Baltimore Ave,"College Park Fire Station, Company 12",38.997626200000006,-76.9315953
2013-00036940,2013-07-28 13:21:00,2013-07-28 13:21:00,False Report/Statement,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037024,2013-07-29 01:31:00,2013-07-29 01:31:00,Disorderly Conduct,Arrest,4300 block of Lehigh Rd,,38.981733,-76.941985
2013-00037057,2013-07-19 18:00:00,2013-07-29 12:36:00,Theft,CBE,6903 Preinkert Dr,Commons 5,38.9827064,-76.9447157
2013-00037091,2013-07-29 18:31:00,2013-07-29 18:31:00,Assist Other Agency,CBE,Guilford Dr,,38.9792771,-76.94149920000001
2013-00037155,2013-07-30 11:30:00,2013-07-30 11:38:00,Other Incident,CBE,225 Stadium Dr,Kim Engineering Building,38.990556299999994,-76.94457369999998
2013-00037165,2013-07-30 17:05:00,2013-07-30 17:09:00,Other Incident,Active/Pending,College Park Metro Station,,38.9791692,-76.9274295
2013-00037166,2012-07-23 09:00:00,2013-07-30 18:12:00,Lost Property,CBE,4 Rossborough La,Ritchie Coliseum,38.9853344,-76.93526539999998
2013-00037189,2013-07-30 22:07:00,2013-07-30 22:07:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037198,2013-07-30 23:31:00,2013-07-30 23:31:00,CDS Violation,Arrest,194 Paint Branch Pkwy,MFRI Complex,38.9994265,-76.93269169999998
2013-00037241,2013-07-25 11:30:00,2013-07-31 10:34:00,Theft,Suspended,6200 Sheridan St,"Center for Educational Partnership, Riverdale School",38.9653524,-76.911126
2013-00037358,2013-07-25 08:25:00,2013-08-01 08:25:00,Burglary,Active/Pending,36 Field House Dr,,38.9887767,-76.94529720000001
2013-00037367,2013-07-31 17:00:00,2013-08-01 09:14:00,Burglary,Active/Pending,386 Stadium Dr,"Clarice Smith Performing Arts Center, CSPAC",38.990556299999994,-76.94457369999998
2013-00037385,2013-07-22 19:00:00,2013-08-01 14:01:00,Theft,Suspended,220 block of Stadium Dr,,38.99033319999999,-76.9473792
2013-00037391,2013-08-01 14:56:00,2013-08-01 14:56:00,Theft,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037420,2013-08-01 21:26:00,2013-08-01 21:26:00,Emergency Petition,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037422,2013-08-01 22:11:00,2013-08-01 22:11:00,Warrant/Summons Service,Arrest,802 Baltimore Ave,"College Park Fire Station, Company 12",38.997626200000006,-76.9315953
2013-00037468,2013-08-02 00:51:00,2013-08-02 00:51:00,Weapon Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00037473,2013-08-02 01:52:00,2013-08-02 01:52:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037529,2013-08-02 11:04:00,2013-08-02 11:04:00,Weapon Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00037535,2013-08-02 11:09:00,2013-08-02 12:28:00,Theft,Active/Pending,68 Farm Dr,"Eppley Recreation Center, ERC",38.991374,-76.9408527
2013-00037538,2013-08-02 13:23:00,2013-08-02 13:23:00,Injured/Sick Person,CBE,346 Ehrensberger Dr,"Drazek Circle, UMUC",38.9869361,-76.95497309999998
2013-00037539,2013-08-02 13:15:00,2013-08-02 13:22:00,Other Incident,CBE,202 Regents Dr,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab",38.9896849,-76.94144229999998
2013-00037593,2013-08-02 22:27:00,2013-08-02 22:27:00,DWI/DUI,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00037620,2013-08-03 01:26:00,2013-08-03 01:26:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2013-00037622,2013-08-03 01:45:00,2013-08-03 01:45:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037736,2013-08-03 23:12:00,2013-08-03 23:16:00,Accident - Departmental,Active/Pending,University Bl,,39.0006468,-76.9413438
2013-00037757,2013-08-04 03:10:00,2013-08-04 03:11:00,Assault,Arrest,"Graham Cracker, Lot 15",,38.9811302,-76.93759829999998
2013-00037887,2013-08-05 01:01:00,2013-08-05 01:01:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00037888,2013-08-05 01:17:00,2013-08-05 01:17:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00037898,2013-07-29 09:30:00,2013-08-05 07:18:00,Damage to State Property,CBE,74 Campus Dr,Holzapfel Hall,38.984539399999996,-76.95209320000001
2013-00037911,2013-07-24 16:00:00,2013-08-05 09:46:00,Damage to State Property,Active/Pending,320 block of Azalea Ln,,38.9937847,-76.8928573
2013-00037923,2013-07-19 18:00:00,2013-08-05 11:57:00,Theft,Active/Pending,22 Lehigh Rd,,38.981603,-76.93865799999998
2013-00037924,2013-03-01 07:00:00,2013-08-05 12:12:00,Theft,Unfounded,379 Field House Dr,Gossett Football Team House,38.9887767,-76.94529720000001
2013-00037926,2013-07-24 16:00:00,2013-08-05 12:37:00,Theft,Suspended,379 Field House Dr,Gossett Football Team House,38.9887767,-76.94529720000001
2013-00037936,2013-08-05 14:32:00,2013-08-05 14:32:00,CDS Violation,Active/Pending,Knox Rd,,38.9807378,-76.93726699999998
2013-00037966,2013-08-05 18:12:00,2013-08-05 18:12:00,Traffic Arrest,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00038016,2013-08-06 03:00:00,2013-08-06 03:27:00,Injured/Sick Person,CBE,60 Campus Dr,Anne Arundel Hall,38.984171200000006,-76.9493748
2013-00038026,2013-08-06 05:55:00,2013-08-06 07:47:00,Suspicious Person/Auto,CBE,140 Campus Dr,Health Center,38.9872479,-76.944627
2013-00038032,2013-07-23 15:30:00,2013-08-06 10:37:00,Burglary,Suspended,6 Greenhouse Dr,,38.9872305,-76.9341864
2013-00038036,2013-07-30 00:00:00,2013-08-06 12:37:00,Vandalism,Suspended,Mckeldin Mall,,38.9860033,-76.94241540000002
2013-00038054,2013-08-06 15:15:00,2013-08-06 17:04:00,Assault,CBE,230 block of Campus Dr,,38.984345899999994,-76.9325675
2013-00038161,2013-07-23 08:00:00,2013-08-07 14:09:00,Harassment/Stalking,Arrest,232 Campus Dr,Nyumburu Cultural Center,38.984345899999994,-76.9325675
2013-00038162,2013-08-07 09:30:00,2013-08-07 14:21:00,Theft,Suspended,74 Campus Dr,,38.984539399999996,-76.95209320000001
2013-00038313,2013-08-08 21:45:00,2013-08-08 21:45:00,Lost Property,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00038389,2013-08-09 15:32:00,2013-08-09 15:32:00,Accident - Departmental,CBE,Lot 11b,,38.9884046,-76.9494025
2013-00038436,2013-08-09 21:48:00,2013-08-09 21:49:00,Injured/Sick Person,CBE,64 Campus Dr,Dorchester Hall,38.9867531,-76.94644629999998
2013-00038445,2013-08-09 23:19:00,2013-08-09 23:19:00,DWI/DUI,Arrest,4300 block of Knox Rd,,38.9811167,-76.94200749999999
2013-00038467,2013-08-10 01:10:00,2013-08-10 01:10:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00038480,2013-08-10 02:30:00,2013-08-10 02:30:00,DWI/DUI,Arrest,7400 block of Baltimore Ave,,38.980973999999996,-76.9381355
2013-00038485,2013-08-10 03:35:00,2013-08-10 03:35:00,DWI/DUI,Arrest,Rossborough La,,38.9852184,-76.93405159999998
2013-00038492,2013-08-10 03:48:00,2013-08-10 04:17:00,Assist Other Agency,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00038594,2013-08-09 20:00:00,2013-08-10 18:21:00,Theft,Suspended,230 block of Norwich Rd,,38.9819843,-76.93143599999998
2013-00038663,2013-08-11 01:57:00,2013-08-11 01:57:00,Assist Other Agency,CBE,7400 block of Corporal Frank Scott Dr,,38.979646100000004,-76.9242964
2013-00038739,2013-08-11 01:00:00,2013-08-11 12:39:00,Theft,Active/Pending,4318 Knox Rd,Commons 3,38.9815781,-76.9405551
2013-00038763,2013-08-10 21:00:00,2013-08-11 16:07:00,Vandalism,CBE,61 Preinkert Dr,Queen Anne's Hall,38.98337799999999,-76.94502270000001
2013-00038875,2013-08-11 19:30:00,2013-08-12 07:19:00,Stolen Motor Vehicle,Active/Pending,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00038910,2013-08-11 17:00:00,2013-08-12 08:54:00,Stolen Motor Vehicle,Active/Pending,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00038926,2013-08-11 04:00:00,2013-08-12 09:13:00,Stolen Motor Vehicle,Active/Pending,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00039037,2013-08-12 20:08:00,2013-08-12 20:08:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2013-00039434,2013-08-15 01:11:00,2013-08-15 01:11:00,DWI/DUI,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00039524,2013-05-31 08:00:00,2013-08-15 13:30:00,Burglary,Suspended,110 block of Paint Branch Dr,,38.9948825,-76.93735029999998
2013-00039533,2013-08-15 15:04:00,2013-08-15 15:04:00,Injured/Sick Person,CBE,4230 Knox Rd,Commons 1,38.982288700000005,-76.94293409999999
2013-00039539,2013-08-15 17:23:00,2013-08-15 17:23:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00039614,2013-08-16 00:54:00,2013-08-16 00:54:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00039646,2013-08-15 16:30:00,2013-08-16 06:51:00,Other Incident,Suspended,224 Farm Dr,Computer & Space Sciences Building,38.991484899999996,-76.9439068
2013-00039661,2013-08-14 14:30:00,2013-08-16 09:01:00,Burglary,Active/Pending,6801 Preinkert Dr,Commons 7,38.9815468,-76.94465670000001
2013-00039701,2013-08-15 16:00:00,2013-08-16 16:07:00,Theft,Suspended,79 Dairy La,"Dairy, Turner Hall, Visitor Center",39.029394700000005,-76.89375859999998
2013-00039702,2013-08-16 16:20:00,2013-08-16 16:27:00,Trespassing,CBE,97 Valley Dr,Cambridge Community Center,38.992978,-76.94314
2013-00039719,2013-08-11 02:00:00,2013-08-16 19:27:00,Dept Property Damage/Loss,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00039768,2013-08-16 22:34:00,2013-08-16 22:34:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00039825,2013-08-17 01:31:00,2013-08-17 01:31:00,Injured/Sick Person,CBE,Knox Rd,,38.9807378,-76.93726699999998
2013-00039828,2013-08-17 01:55:00,2013-08-17 01:55:00,Injured/Sick Person,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00039832,2013-08-17 02:18:00,2013-08-17 02:18:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00039835,2013-08-17 02:56:00,2013-08-17 02:56:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00039892,2013-08-17 18:43:00,2013-08-17 18:43:00,CDS Violation,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00039900,2013-08-17 19:33:00,2013-08-17 19:33:00,Accident - Departmental,CBE,18 Yale Ave,"CIU/SERT, Police Substation",38.984816200000004,-76.9350852
2013-00039974,2013-08-18 01:17:00,2013-08-18 01:17:00,DWI/DUI,Arrest,194 Paint Branch Pkwy,MFRI Complex,38.9994265,-76.93269169999998
2013-00040083,2013-08-18 21:58:00,2013-08-18 21:58:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2013-00040167,2013-08-18 15:45:00,2013-08-19 12:41:00,Stolen Motor Vehicle,Active/Pending,4201 Guilford Dr,Hope Lutheran Church,38.98022279999999,-76.9440628
2013-00040189,2013-08-19 15:31:00,2013-08-19 15:34:00,CDS Violation,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00040220,2013-08-19 20:04:00,2013-08-19 20:04:00,CDS Violation,Arrest,8500 block of Adelphi Rd,,38.99425979999999,-76.96025429999999
2013-00040229,2013-08-19 17:30:00,2013-08-19 21:38:00,Theft,Suspended,68 Farm Dr,"Eppley Recreation Center, ERC",38.991374,-76.9408527
2013-00040288,2013-08-20 04:02:00,2013-08-20 04:02:00,CDS Violation,Juvenile Arrest,Hartwick Rd,,38.979669200000004,-76.9384512
2013-00040316,2013-08-01 00:00:00,2013-08-20 08:57:00,Vandalism,Suspended,3400 block of Tulane Dr,,38.9849015,-76.9585961
2013-00040418,2013-08-01 18:00:00,2013-08-20 20:43:00,Theft,Active/Pending,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2013-00040516,2013-08-21 17:40:00,2013-08-21 17:40:00,Injured/Sick Person,CBE,Byrd Stadium,"Byrd Stadium, Capital One Field",38.9905169,-76.9482823
2013-00040585,2013-08-22 00:27:00,2013-08-22 00:27:00,Assist Other Agency,CBE,University Bl,,39.0006468,-76.9413438
2013-00040626,2013-08-21 23:00:00,2013-08-22 08:14:00,Burglary,Active/Pending,3400 block of Tulane Dr,,38.9849015,-76.9585961
2013-00040662,2013-08-22 18:42:00,2013-08-22 18:42:00,Stolen Motor Vehicle,Active/Pending,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00040667,2013-08-22 18:45:00,2013-08-22 20:05:00,Accident - Departmental,CBE,East West / 49th Ave,,39.004248100000005,-76.9259941
2013-00040690,2013-08-23 01:58:00,2013-08-23 01:58:00,CDS Violation,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2013-00040699,2013-08-23 03:26:00,2013-08-23 03:26:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00040739,2013-08-17 09:00:00,2013-08-23 14:06:00,Threat Assessment,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2013-00040865,2013-08-24 00:53:00,2013-08-24 00:53:00,Traffic Arrest,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2013-00040878,2013-08-24 01:15:00,2013-08-24 01:40:00,Assist Other Agency,CBE,Norwich Rd,,38.9819843,-76.93143599999998
2013-00040880,2013-08-24 02:10:00,2013-08-24 02:15:00,Injured/Sick Person,CBE,7325 Baltimore Ave,Cornerstone Grill,38.98066370000001,-76.9375735
2013-00040905,2013-08-23 09:28:00,2013-08-24 08:58:00,Damage to State Property,Active/Pending,4318 Knox Rd,Commons 3,38.9815781,-76.9405551
2013-00040923,2013-08-21 10:17:00,2013-08-24 13:14:00,Other Incident,CBE,121 Valley Dr,Chestertown Hall,38.9930708,-76.94819439999998
2013-00040936,2013-08-22 09:00:00,2013-08-24 14:34:00,Theft,Active/Pending,68 Farm Dr,,38.991374,-76.9408527
2013-00040963,2013-08-24 19:55:00,2013-08-24 19:55:00,Warrant/Summons Service,Arrest,383 Paint Branch Pkwy,"Physical Distribution Center, Terp Trader",38.9994265,-76.93269169999998
2013-00041008,2013-08-25 01:06:00,2013-08-25 01:06:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2013-00041015,2013-08-25 01:40:00,2013-08-25 01:40:00,DWI/DUI,Arrest,Greenbelt Rd,,38.9980549,-76.9173744
2013-00041031,2013-08-25 09:43:00,2013-08-25 09:43:00,Other Incident,CBE,255 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building",38.9930708,-76.94819439999998
2013-00041105,2013-08-21 12:00:00,2013-08-25 20:24:00,Theft,Active/Pending,4 Fraternity Row,"Alpha Epsilon Pi, Frat 4",38.98440799999999,-76.935153
